document,target_index,recent_count,coarse_category,fine_category,target_token,full_top1_token,compact_top1_token,severity,delta_ce,top1_embedding_cosine,full_correct,compact_correct,full_target_rank,compact_target_rank
pg19:10007,16372,127,content,proper_noun,illa,illa,el,definite_harm_full_correct_lost,2.014937400817871,0.1118442714214325,True,False,1,3
pg19:10007,16376,127,special,pronoun, her, her, the,definite_harm_full_correct_lost,1.1595408916473389,0.15607967972755432,True,False,1,2
pg19:10008,16338,127,content,adjective,little,little,few,definite_harm_full_correct_lost,0.1389608383178711,0.15514452755451202,True,False,1,2
pg19:10008,16345,127,special,pronoun, me, me, you,definite_harm_full_correct_lost,0.5035874843597412,0.32075071334838867,True,False,1,3
pg19:10008,16362,127,content,common_noun, surgeon, surgeon, physician,definite_harm_full_correct_lost,3.3208580017089844,0.25313568115234375,True,False,1,6
pg19:10008,16369,127,special,punctuation,"""","""","""And",definite_harm_full_correct_lost,0.4419362545013428,0.14176808297634125,True,False,1,4
pg19:10008,16375,127,content,adverb, then, then, please,definite_harm_full_correct_lost,0.8285775184631348,0.12124089151620865,True,False,1,3
pg19:10,16381,127,special,pronoun, there, the, two,potential_semantic_change,-0.8261879682540894,0.09783576428890228,False,False,2,3
pg19:10002,16326,127,content,verb,live,walking,running,potential_semantic_change,2.0707836151123047,0.1732018142938614,False,False,205,965
pg19:10002,16327,127,special,punctuation,",", in,-stock,potential_semantic_change,1.130664348602295,-0.006620548199862242,False,False,3,10
pg19:10002,16330,127,content,common_noun, ways, degree, of,potential_semantic_change,0.2530395984649658,0.06551419943571091,False,False,9,9
pg19:10002,16337,127,special,pronoun, it, I, we,potential_semantic_change,0.42745494842529297,0.33278703689575195,False,False,3,5
pg19:10002,16341,127,content,common_noun, strain, exert, pace,potential_semantic_change,0.8371801376342773,0.044286105781793594,False,False,23,52
pg19:10002,16344,127,content,common_noun, race,"
", run,potential_semantic_change,-0.43962597846984863,0.0007432824932038784,False,False,7,5
pg19:10002,16347,127,content,verb, beginning, considerable, not,potential_semantic_change,0.28316640853881836,0.022491615265607834,False,False,15,17
pg19:10002,16350,127,content,adverb, severely, upon, on,potential_semantic_change,-0.13077139854431152,0.30548587441444397,False,False,5,5
pg19:10002,16354,127,content,adverb,Ahead,Suddenly,I,potential_semantic_change,0.16887950897216797,-0.012087241746485233,False,False,48,56
pg19:10002,16360,127,content,adjective, back, house, cottage,potential_semantic_change,0.6297931671142578,0.1668952852487564,False,False,25,49
pg19:10002,16370,127,function,auxiliary, was, ran, threw,potential_semantic_change,0.362593412399292,0.1690598428249359,False,False,3,6
pg19:10002,16371,127,function,determiner, some, nearing, sure,potential_semantic_change,2.035569190979004,-0.05575387179851532,False,False,72,301
pg19:10002,16377,127,function,adposition, behind, away, ahead,potential_semantic_change,-0.41312670707702637,0.12884289026260376,False,False,5,4
pg19:10002,16383,127,special,pronoun, my,",", I,potential_semantic_change,0.2135941982269287,0.04615596681833267,False,False,7,6
pg19:10003,16323,127,function,determiner, an, the, a,potential_semantic_change,-0.43320155143737793,0.5246529579162598,False,False,10,7
pg19:10003,16324,127,content,adjective, unf, important, embarrassment,potential_semantic_change,-0.4268608093261719,-0.02431074157357216,False,False,55,56
pg19:10003,16342,127,content,common_noun, details, education, children,potential_semantic_change,-0.40487098693847656,0.10633514821529388,False,False,8,5
pg19:10003,16372,127,function,determiner, all, the, me,potential_semantic_change,0.7373275756835938,0.034850429743528366,False,False,5,6
pg19:10003,16374,127,content,common_noun, course, children, latest,potential_semantic_change,-0.47118663787841797,0.011338744312524796,False,False,222,168
pg19:10003,16381,127,special,question_word,when,at,from,potential_semantic_change,0.4617342948913574,0.14731787145137787,False,False,26,30
pg19:10004,16325,127,content,common_noun,lion,v,mult,potential_semantic_change,0.34946250915527344,0.08320796489715576,False,False,652,686
pg19:10004,16354,127,function,adposition, for, now, as,potential_semantic_change,-0.4545016288757324,0.09777616709470749,False,False,13,10
pg19:10004,16365,127,content,common_noun, centre, great, Body,potential_semantic_change,0.06424140930175781,-0.04945073276758194,False,False,24,30
pg19:10004,16369,127,content,common_noun, circle, social, spiritual,potential_semantic_change,-1.9519081115722656,0.13881608843803406,False,False,61,9
pg19:10004,16374,127,content,number, One, It, The,potential_semantic_change,0.45729875564575195,0.17241743206977844,False,False,34,48
pg19:10005,16323,127,content,common_noun, earth, world, globe,potential_semantic_change,-0.2702087163925171,0.1902104765176773,False,False,3,2
pg19:10005,16335,127,function,determiner, the, with, to,potential_semantic_change,-0.01674962043762207,0.17648789286613464,False,False,1,2
pg19:10005,16347,127,content,common_noun, islands, Empire, Isles,potential_semantic_change,-0.5446538925170898,0.12482257932424545,False,False,6,5
pg19:10005,16349,127,function,auxiliary,had,were,and,potential_semantic_change,0.009259223937988281,0.19520948827266693,False,False,8,9
pg19:10005,16362,127,content,adverb, yet, whilst, while,potential_semantic_change,-0.06766176223754883,0.38058459758758545,False,False,7,6
pg19:10005,16367,127,content,common_noun,years,h,cent,potential_semantic_change,2.1048386096954346,0.10538987815380096,False,False,5,7
pg19:10005,16377,127,function,determiner, the, America, England,potential_semantic_change,0.6314570903778076,0.23729905486106873,False,False,2,3
pg19:10007,16326,127,content,common_noun, ch, castle, house,potential_semantic_change,0.5018978118896484,0.13886311650276184,False,False,48,50
pg19:10007,16333,127,special,punctuation,",",.,ful,potential_semantic_change,0.6037877798080444,-0.016953643411397934,False,False,4,5
pg19:10007,16344,127,content,adverb,So,She,"""",potential_semantic_change,1.1946206092834473,0.06499872356653214,False,False,52,102
pg19:10007,16345,127,special,pronoun, he, she, saying,potential_semantic_change,-0.5828118324279785,0.09107477962970734,False,False,43,27
pg19:10007,16346,127,content,adverb, gall, was, had,potential_semantic_change,0.22115325927734375,0.2730857729911804,False,False,1056,1225
pg19:10007,16348,127,special,punctuation,",", persuaded, escorted,potential_semantic_change,0.2763369083404541,0.08784668147563934,False,False,5,9
pg19:10007,16355,127,content,verb, kissed, persuaded, thanked,potential_semantic_change,-0.6046085357666016,0.05735553428530693,False,False,14,6
pg19:10007,16360,127,function,coordinating_conjunction, and,",", at,potential_semantic_change,0.2576007843017578,0.052691612392663956,False,False,3,5
pg19:10007,16371,127,content,proper_noun, Carm, him, her,potential_semantic_change,5.842050075531006,0.39315295219421387,False,False,6,503
pg19:10007,16373,127,function,adposition, as, upstairs, and,potential_semantic_change,-0.137115478515625,-0.004636730067431927,False,False,18,13
pg19:10008,16327,127,function,adposition, over, a, weeks,potential_semantic_change,-0.03162670135498047,0.04435671865940094,False,False,9,8
pg19:10008,16329,127,content,common_noun, years, weeks, months,potential_semantic_change,-0.3957662582397461,0.4162597060203552,False,False,3,3
pg19:10008,16336,127,function,determiner, a,"
", you,potential_semantic_change,-0.025490760803222656,0.05435258895158768,False,False,5,9
pg19:10008,16352,127,content,common_noun, y, voyage, climate,potential_semantic_change,0.32549571990966797,0.062312230467796326,False,False,385,428
pg19:10008,16354,127,special,punctuation,".""", I,",",potential_semantic_change,0.0059299468994140625,0.04615596681833267,False,False,5,6
pg19:10008,16356,127,content,number,"""One","""Not","""",potential_semantic_change,0.7324733734130859,0.10127994418144226,False,False,33,43
pg19:10008,16358,127,special,punctuation,",""",",", of,potential_semantic_change,0.5740258693695068,0.0351731963455677,False,False,2,4
pg19:10008,16373,127,content,common_noun,-ball,ball,land,potential_semantic_change,0.005337953567504883,0.13511668145656586,False,False,9,7
pg19:10008,16378,127,content,proper_noun, Sl, Barnett, the,potential_semantic_change,-0.7144262790679932,0.011785456910729408,False,False,4,2
pg19:10002,16353,127,other,other,".

",",",.,surface_or_punctuation,-0.8810415267944336,0.42198747396469116,False,False,4,3
pg19:10002,16363,127,content,adverb,luck,the,the,surface_or_punctuation,0.29630517959594727,1.0,False,False,74,78
pg19:10002,16380,127,content,adverb, now, when, when,surface_or_punctuation,1.4692225456237793,1.0,False,False,3,9
pg19:10003,16332,127,function,adposition, of, are, are,surface_or_punctuation,0.11528968811035156,1.0,False,False,7,8
pg19:10004,16345,127,content,common_noun, songs, wings, wings,surface_or_punctuation,-0.2852916717529297,1.0,False,False,54,42
pg19:10004,16357,127,special,punctuation,!,.,.,surface_or_punctuation,1.9948883056640625,0.9999999403953552,False,False,1,4
pg19:10004,16371,127,content,common_noun, rem, influence, influence,surface_or_punctuation,0.6041021347045898,1.0,False,False,860,1420
pg19:10004,16376,127,other,other,"
","
","
",surface_or_punctuation,-0.311463326215744,0.9999998807907104,True,True,1,1
pg19:10004,16380,127,content,adjective, famous, pictures, pictures,surface_or_punctuation,-0.279327392578125,1.0,False,False,17,11
pg19:10005,16326,127,function,determiner, the, their, their,surface_or_punctuation,-0.19650864601135254,1.0000001192092896,False,False,2,1
pg19:10005,16363,127,special,punctuation,",", the, the,surface_or_punctuation,0.20298266410827637,1.0,False,False,1,2
pg19:10005,16368,127,content,adverb, ago, ago, ago,surface_or_punctuation,-0.2996448874473572,1.0,True,True,1,1
pg19:10007,16330,127,special,pronoun, your, your, your,surface_or_punctuation,-0.48012858629226685,1.0000001192092896,True,True,1,1
pg19:10007,16365,127,special,pronoun, her, her, her,surface_or_punctuation,0.11567103862762451,1.0,True,True,1,1
pg19:10007,16366,127,content,adjective, little, gratitude, gratitude,surface_or_punctuation,0.028696537017822266,1.0,False,False,16,17
pg19:10008,16364,127,special,punctuation," """," """," """,surface_or_punctuation,-0.7517197132110596,0.9999998807907104,True,True,1,1
pg19:10008,16371,127,content,proper_noun,otch,otch,otch,surface_or_punctuation,-0.30251872539520264,1.0,True,True,1,1
pg19:10002,16328,511,function,adposition, in, and, in,definite_benefit_compact_correct,-0.40634894371032715,0.274801641702652,False,True,2,1
pg19:10002,16378,511,content,proper_noun, Mary,",", Mary,definite_benefit_compact_correct,-0.07034265995025635,0.039386339485645294,False,True,2,1
pg19:10003,16358,511,special,pronoun, we, in, we,definite_benefit_compact_correct,-0.5087130069732666,0.20525595545768738,False,True,5,1
pg19:10003,16370,511,special,question_word, who, of, who,definite_benefit_compact_correct,-0.1891484260559082,0.13331300020217896,False,True,1,1
pg19:10008,16376,511,special,punctuation,",""",.,",""",definite_benefit_compact_correct,-0.3476395606994629,0.17593303322792053,False,True,2,1
pg19:10008,16381,511,special,punctuation," """, and," """,definite_benefit_compact_correct,-0.4694335460662842,0.09272360801696777,False,True,3,1
pg19:10,16323,511,content,number, ten, ten, there,definite_harm_full_correct_lost,0.8735229969024658,0.07176890224218369,True,False,1,2
pg19:10,16364,511,function,adposition, with, with,"
",definite_harm_full_correct_lost,2.6460094451904297,-0.011268075555562973,True,False,1,2
pg19:10002,16345,511,other,other,"
","
",",
",definite_harm_full_correct_lost,0.6584461331367493,0.35103148221969604,True,False,1,2
pg19:10002,16351,511,function,subordinating_conjunction, upon, upon, on,definite_harm_full_correct_lost,0.550545334815979,0.30548587441444397,True,False,1,4
pg19:10003,16333,511,function,determiner, all, all, the,definite_harm_full_correct_lost,1.145310878753662,0.11322341859340668,True,False,1,3
pg19:10003,16335,511,content,common_noun,classes,classes,ages,definite_harm_full_correct_lost,0.2678667902946472,0.06740616261959076,True,False,1,2
pg19:10004,16323,511,function,determiner, the, the, and,definite_harm_full_correct_lost,0.039105892181396484,0.47468045353889465,True,False,1,2
pg19:10004,16359,511,content,number,2,2,The,definite_harm_full_correct_lost,1.0254005193710327,-0.0783173143863678,True,False,1,2
pg19:10004,16368,511,content,adjective, great, great, spiritual,definite_harm_full_correct_lost,0.750409722328186,0.0739404708147049,True,False,1,2
pg19:10007,16332,511,content,common_noun,care,care,kind,definite_harm_full_correct_lost,0.5945358276367188,0.11506950855255127,True,False,1,2
pg19:10007,16341,511,content,common_noun, daughter, daughter, daughters,definite_harm_full_correct_lost,1.7928996086120605,0.37056758999824524,True,False,1,3
pg19:10007,16369,511,special,pronoun,I,I,But,definite_harm_full_correct_lost,0.7009594440460205,0.09458895027637482,True,False,1,5
pg19:10008,16345,511,special,pronoun, me, me, you,definite_harm_full_correct_lost,0.19781696796417236,0.32075071334838867,True,False,1,2
pg19:10008,16362,511,content,common_noun, surgeon, surgeon, physician,definite_harm_full_correct_lost,3.3272361755371094,0.25313568115234375,True,False,1,7
pg19:10008,16375,511,content,adverb, then, then, please,definite_harm_full_correct_lost,0.9364159107208252,0.12124089151620865,True,False,1,3
pg19:10002,16326,511,content,verb,live,walking,running,potential_semantic_change,1.0467824935913086,0.1732018142938614,False,False,205,434
pg19:10002,16327,511,special,punctuation,",", in,-stock,potential_semantic_change,0.6189250946044922,-0.006620548199862242,False,False,3,7
pg19:10002,16330,511,content,common_noun, ways, degree, of,potential_semantic_change,0.45124077796936035,0.06551419943571091,False,False,9,12
pg19:10002,16341,511,content,common_noun, strain, exert, night,potential_semantic_change,0.6764445304870605,-0.0456898957490921,False,False,23,46
pg19:10002,16347,511,content,verb, beginning, considerable, too,potential_semantic_change,-0.2215878963470459,0.030371669679880142,False,False,15,11
pg19:10002,16350,511,content,adverb, severely, upon, on,potential_semantic_change,-0.16273808479309082,0.30548587441444397,False,False,5,6
pg19:10002,16354,511,content,adverb,Ahead,Suddenly,I,potential_semantic_change,0.2713499069213867,-0.012087241746485233,False,False,48,59
pg19:10002,16363,511,content,adverb,luck,the,it,potential_semantic_change,-0.6524996757507324,0.0991869866847992,False,False,74,36
pg19:10002,16371,511,function,determiner, some, nearing, just,potential_semantic_change,0.5767002105712891,-0.03751862049102783,False,False,72,100
pg19:10003,16323,511,function,determiner, an, the, a,potential_semantic_change,-0.40030360221862793,0.5246529579162598,False,False,10,8
pg19:10003,16324,511,content,adjective, unf, important, embarrassment,potential_semantic_change,-0.18846416473388672,-0.02431074157357216,False,False,55,66
pg19:10003,16331,511,content,common_noun,women, women, ladies,potential_semantic_change,1.1820963621139526,0.22611483931541443,False,False,2,5
pg19:10003,16336,511,content,verb, take, are,",",potential_semantic_change,0.6075496673583984,0.1460769921541214,False,False,16,26
pg19:10003,16342,511,content,common_noun, details, education, children,potential_semantic_change,-0.4478135108947754,0.10633514821529388,False,False,8,4
pg19:10003,16366,511,content,verb, know, think, was,potential_semantic_change,0.6192245483398438,0.05628145486116409,False,False,13,18
pg19:10003,16372,511,function,determiner, all, the, me,potential_semantic_change,0.9539794921875,0.034850429743528366,False,False,5,6
pg19:10003,16381,511,special,question_word,when,at,from,potential_semantic_change,0.5575494766235352,0.14731787145137787,False,False,26,25
pg19:10004,16325,511,content,common_noun,lion,v,in,potential_semantic_change,0.25821495056152344,0.14427846670150757,False,False,652,660
pg19:10004,16354,511,function,adposition, for, now, as,potential_semantic_change,-0.2157573699951172,0.09777616709470749,False,False,13,11
pg19:10004,16365,511,content,common_noun, centre, great, Body,potential_semantic_change,0.6137337684631348,-0.04945073276758194,False,False,24,64
pg19:10004,16369,511,content,common_noun, circle, social, spiritual,potential_semantic_change,-0.655430793762207,0.13881608843803406,False,False,61,32
pg19:10005,16323,511,content,common_noun, earth, world, Old,potential_semantic_change,0.6345494985580444,0.03566055744886398,False,False,3,4
pg19:10005,16327,511,content,common_noun, part, number, size,potential_semantic_change,0.006143093109130859,0.18882352113723755,False,False,65,64
pg19:10005,16330,511,content,verb, acted, in, h,potential_semantic_change,0.3266119956970215,0.03945830091834068,False,False,59,67
pg19:10005,16335,511,function,determiner, the, with, to,potential_semantic_change,0.3279435634613037,0.17648789286613464,False,False,1,4
pg19:10005,16336,511,content,common_noun, influence, little, importance,potential_semantic_change,-0.15494275093078613,0.0538647398352623,False,False,1,2
pg19:10005,16347,511,content,common_noun, islands, Empire, Isles,potential_semantic_change,0.05991053581237793,0.12482257932424545,False,False,6,4
pg19:10005,16350,511,content,verb, diminished, been, scarcely,potential_semantic_change,-0.46987342834472656,0.05858457088470459,False,False,320,193
pg19:10005,16377,511,function,determiner, the, America, England,potential_semantic_change,0.6104564666748047,0.23729905486106873,False,False,2,3
pg19:10007,16326,511,content,common_noun, ch, castle, house,potential_semantic_change,-0.44980764389038086,0.13886311650276184,False,False,48,30
pg19:10007,16333,511,special,punctuation,",",.,ful,potential_semantic_change,0.415746808052063,-0.016953643411397934,False,False,4,4
pg19:10007,16345,511,special,pronoun, he, she, saying,potential_semantic_change,-0.4566526412963867,0.09107477962970734,False,False,43,34
pg19:10007,16346,511,content,adverb, gall, was, left,potential_semantic_change,-0.004852294921875,0.04437261074781418,False,False,1056,927
pg19:10007,16348,511,special,punctuation,",", persuaded, thanked,potential_semantic_change,0.26926255226135254,0.05735553428530693,False,False,5,9
pg19:10007,16355,511,content,verb, kissed, persuaded, thanked,potential_semantic_change,-1.3903534412384033,0.05735553428530693,False,False,14,2
pg19:10007,16373,511,function,adposition, as, upstairs, to,potential_semantic_change,0.2031536102294922,0.014807255938649178,False,False,18,18
pg19:10007,16374,511,content,adjective, usual, she, far,potential_semantic_change,0.45550966262817383,0.03198406845331192,False,False,3,3
pg19:10008,16336,511,function,determiner, a,"
", I,potential_semantic_change,-0.1425614356994629,0.16716855764389038,False,False,5,7
pg19:10008,16352,511,content,common_noun, y, voyage, climate,potential_semantic_change,0.020715713500976562,0.062312230467796326,False,False,385,326
pg19:10008,16354,511,special,punctuation,".""", I,",",potential_semantic_change,0.2527918815612793,0.04615596681833267,False,False,5,10
pg19:10008,16359,511,content,verb, grow, said, replied,potential_semantic_change,1.2878689765930176,0.2278352975845337,False,False,73,173
pg19:10008,16378,511,content,proper_noun, Sl, Barnett, the,potential_semantic_change,-1.507441520690918,0.011785456910729408,False,False,4,3
pg19:100,16331,511,other,other,   ,   ,   ,surface_or_punctuation,0.6329596042633057,0.9999998807907104,True,True,1,1
pg19:10002,16353,511,other,other,".

",",",.,surface_or_punctuation,-0.1965334415435791,0.42198747396469116,False,False,4,3
pg19:10002,16357,511,function,auxiliary, could, saw, saw,surface_or_punctuation,-0.4026172161102295,1.0,False,False,2,1
pg19:10002,16361,511,content,common_noun, door, door, door,surface_or_punctuation,0.7329124212265015,0.9999999403953552,True,True,1,1
pg19:10002,16380,511,content,adverb, now, when, when,surface_or_punctuation,0.5796530246734619,1.0,False,False,3,7
pg19:10004,16345,511,content,common_noun, songs, wings, wings,surface_or_punctuation,-0.5032782554626465,1.0,False,False,54,37
pg19:10004,16371,511,content,common_noun, rem, influence, influence,surface_or_punctuation,0.33302974700927734,1.0,False,False,860,991
pg19:10004,16376,511,other,other,"
","
","
",surface_or_punctuation,0.05255168676376343,0.9999998807907104,True,True,1,1
pg19:10004,16380,511,content,adjective, famous, pictures, pictures,surface_or_punctuation,-0.608823299407959,1.0,False,False,17,10
pg19:10005,16363,511,special,punctuation,",", the, the,surface_or_punctuation,0.02367424964904785,1.0,False,False,1,2
pg19:10005,16368,511,content,adverb, ago, ago, ago,surface_or_punctuation,-0.14334499835968018,1.0,True,True,1,1
pg19:10005,16371,511,special,punctuation,",", as, as,surface_or_punctuation,0.2738993167877197,1.0,False,False,3,4
pg19:10005,16372,511,function,adposition, at, as, as,surface_or_punctuation,-0.12913012504577637,1.0,False,False,12,10
pg19:10007,16330,511,special,pronoun, your, your, your,surface_or_punctuation,-0.37679266929626465,1.0000001192092896,True,True,1,1
pg19:10007,16342,511,special,punctuation,".""",.,",",surface_or_punctuation,0.2487947940826416,0.42198747396469116,False,False,2,3
pg19:10007,16344,511,content,adverb,So,She,She,surface_or_punctuation,1.2661042213439941,1.0,False,False,52,84
pg19:10007,16360,511,function,coordinating_conjunction, and,",","
",surface_or_punctuation,0.5324549674987793,0.16199535131454468,False,False,3,5
pg19:10007,16365,511,special,pronoun, her, her, her,surface_or_punctuation,0.06830167770385742,1.0,True,True,1,1
pg19:10008,16364,511,special,punctuation," """," """," """,surface_or_punctuation,-0.4610006809234619,0.9999998807907104,True,True,1,1
pg19:10008,16371,511,content,proper_noun,otch,otch,otch,surface_or_punctuation,-0.5235967636108398,1.0,True,True,1,1
pg19:10005,16336,2047,content,common_noun, influence, little, influence,definite_benefit_compact_correct,-0.47086381912231445,0.05215952917933464,False,True,1,1
pg19:10,16323,2047,content,number, ten, ten, there,definite_harm_full_correct_lost,0.54854416847229,0.07176890224218369,True,False,1,2
pg19:10,16364,2047,function,adposition, with, with,"
",definite_harm_full_correct_lost,1.6527619361877441,-0.011268075555562973,True,False,1,2
pg19:10002,16351,2047,function,subordinating_conjunction, upon, upon,.,definite_harm_full_correct_lost,0.29846978187561035,0.03130794316530228,True,False,1,4
pg19:10003,16333,2047,function,determiner, all, all, the,definite_harm_full_correct_lost,0.7833552360534668,0.11322341859340668,True,False,1,2
pg19:10004,16363,2047,function,auxiliary, is, is, embodies,definite_harm_full_correct_lost,0.10746264457702637,0.024220917373895645,True,False,1,2
pg19:10007,16332,2047,content,common_noun,care,care,kind,definite_harm_full_correct_lost,0.47005677223205566,0.11506950855255127,True,False,1,3
pg19:10007,16369,2047,special,pronoun,I,I,"""And",definite_harm_full_correct_lost,0.5186929702758789,0.012659823521971703,True,False,1,4
pg19:10008,16369,2047,special,punctuation,"""","""",The,definite_harm_full_correct_lost,0.10422849655151367,0.006976041942834854,True,False,1,2
pg19:10008,16375,2047,content,adverb, then, then, please,definite_harm_full_correct_lost,0.6021509170532227,0.12124089151620865,True,False,1,2
pg19:10002,16326,2047,content,verb,live,walking,running,potential_semantic_change,0.9490251541137695,0.1732018142938614,False,False,205,405
pg19:10002,16327,2047,special,punctuation,",", in,-stock,potential_semantic_change,-0.49006032943725586,-0.006620548199862242,False,False,3,4
pg19:10002,16347,2047,content,verb, beginning, considerable, not,potential_semantic_change,0.4298582077026367,0.022491615265607834,False,False,15,22
pg19:10002,16350,2047,content,adverb, severely, upon, on,potential_semantic_change,0.40387630462646484,0.30548587441444397,False,False,5,7
pg19:10002,16363,2047,content,adverb,luck,the,it,potential_semantic_change,-0.3221278190612793,0.0991869866847992,False,False,74,54
pg19:10002,16371,2047,function,determiner, some, nearing, able,potential_semantic_change,0.108917236328125,-0.039866745471954346,False,False,72,76
pg19:10003,16324,2047,content,adjective, unf, important, interesting,potential_semantic_change,-0.14657020568847656,0.23468871414661407,False,False,55,63
pg19:10003,16336,2047,content,verb, take, are, and,potential_semantic_change,0.2817254066467285,0.1009240448474884,False,False,16,16
pg19:10003,16368,2047,content,common_noun, mam, women, English,potential_semantic_change,0.37120532989501953,0.11437299847602844,False,False,1283,1576
pg19:10003,16372,2047,function,determiner, all, the, me,potential_semantic_change,0.7670483589172363,0.034850429743528366,False,False,5,9
pg19:10003,16381,2047,special,question_word,when,at,from,potential_semantic_change,0.1269826889038086,0.14731787145137787,False,False,26,25
pg19:10004,16325,2047,content,common_noun,lion,v,in,potential_semantic_change,0.21869182586669922,0.14427846670150757,False,False,652,666
pg19:10004,16354,2047,function,adposition, for, now, as,potential_semantic_change,-0.24948501586914062,0.09777616709470749,False,False,13,10
pg19:10004,16371,2047,content,common_noun, rem, influence, service,potential_semantic_change,-0.4620380401611328,0.05627775564789772,False,False,860,679
pg19:10005,16330,2047,content,verb, acted, in, h,potential_semantic_change,-0.5439867973327637,0.03945830091834068,False,False,59,40
pg19:10005,16335,2047,function,determiner, the, with, to,potential_semantic_change,-0.17560744285583496,0.17648789286613464,False,False,1,2
