label_scheme,label,cache_budget,sink_size,metric,mean,documents,tokens,ci_low,ci_high
coarse_category,other,128,4,kl_full_to_compact,0.23003798988673158,16,83,0.12767665539183592,0.359832326244418
coarse_category,other,128,4,top1_changed,0.19291576479076478,16,83,0.11810391865079364,0.2695643939393939
coarse_category,special,128,4,delta_ce,0.1922623539541266,16,239,0.11242017809127537,0.27847152303095074
coarse_category,special,128,4,kl_full_to_compact,0.27217485775225114,16,239,0.2140290346037115,0.32417417272116433
coarse_category,special,128,4,top1_changed,0.23152482307527944,16,239,0.1708427007618818,0.2962828392977036
coarse_category,content,128,16,delta_ce,0.6501905102421235,16,429,0.46417822197736464,0.8426624117695183
coarse_category,content,128,16,kl_full_to_compact,0.5338427049790894,16,429,0.39369766896502423,0.6951506092134702
coarse_category,content,128,16,top1_changed,0.3335432897194296,16,429,0.27900084937869357,0.38323331234086905
coarse_category,function,128,16,delta_ce,0.12767018099672686,16,273,0.03947825935207538,0.2175874907688489
coarse_category,function,128,16,kl_full_to_compact,0.2649323434182625,16,273,0.20976282435070231,0.32389160812775025
coarse_category,function,128,16,top1_changed,0.21565458640329924,16,273,0.1510125961809135,0.28593534475908966
coarse_category,other,128,16,delta_ce,0.17807118680675413,16,83,-0.062435067937813074,0.4385848281660732
coarse_category,other,128,16,kl_full_to_compact,0.25350555275326503,16,83,0.13250393776793876,0.39714853670168443
coarse_category,other,128,16,top1_changed,0.2169011544011544,16,83,0.11666666666666667,0.3178531971500721
coarse_category,special,128,16,delta_ce,0.22001772348527301,16,239,0.13397651423176443,0.30411257547924275
coarse_category,special,128,16,kl_full_to_compact,0.30282357299315993,16,239,0.2409015221672607,0.36971459699991277
coarse_category,special,128,16,top1_changed,0.26108212221770793,16,239,0.18984074441394896,0.33100831551234855
coarse_category,content,512,0,delta_ce,0.2944937360097439,16,429,0.16385488389512132,0.44878469612962374
coarse_category,content,512,0,kl_full_to_compact,0.2469082170603543,16,429,0.14289770522717704,0.368075091929001
coarse_category,content,512,0,top1_changed,0.22308516059015582,16,429,0.17888812222561823,0.26783620072105624
coarse_category,function,512,0,delta_ce,0.05355466034710996,16,273,0.0041041642108183415,0.0979835042444186
coarse_category,function,512,0,kl_full_to_compact,0.09515787213745291,16,273,0.07210074473130781,0.1233102675467507
coarse_category,function,512,0,top1_changed,0.1588768421541591,16,273,0.12344743695175438,0.19251559971163623
coarse_category,other,512,0,delta_ce,0.013370839126644893,16,83,-0.057299421299094024,0.10752442428194275
coarse_category,other,512,0,kl_full_to_compact,0.12425518876917174,16,83,0.039764261341930146,0.23679519016462822
coarse_category,other,512,0,top1_changed,0.143262987012987,16,83,0.06875,0.2169470373376622
coarse_category,special,512,0,delta_ce,0.04871172895369331,16,239,0.0016657660072806623,0.09827960155888
coarse_category,special,512,0,kl_full_to_compact,0.1180395963336302,16,239,0.08587554251425145,0.1573738946387965
coarse_category,special,512,0,top1_changed,0.12571661948880508,16,239,0.07406817230461532,0.18758899969163978
coarse_category,content,512,4,delta_ce,0.29070101176816165,16,429,0.15971075247198752,0.4521494074066924
coarse_category,content,512,4,kl_full_to_compact,0.24789917263882286,16,429,0.14598197139809774,0.3756881317356125
coarse_category,content,512,4,top1_changed,0.2099947196804214,16,429,0.16696257022643693,0.24736094776568418
coarse_category,function,512,4,delta_ce,0.05219300541014793,16,273,-0.001003888642859674,0.10022257073712508
coarse_category,function,512,4,kl_full_to_compact,0.09735232343900319,16,273,0.07157243910741684,0.12932937968780658
coarse_category,function,512,4,top1_changed,0.1667831153797258,16,273,0.1252671020390825,0.20486680443094915
coarse_category,other,512,4,delta_ce,0.005009169633277201,16,83,-0.07166230949215124,0.09021421776175616
coarse_category,other,512,4,kl_full_to_compact,0.1214990603055426,16,83,0.03979119256687125,0.23173841549769353
coarse_category,other,512,4,top1_changed,0.16409632034632035,16,83,0.09135044642857143,0.23947578463203456
coarse_category,special,512,4,delta_ce,0.05863566595713125,16,239,0.004420600912982116,0.11153125647318449
coarse_category,special,512,4,kl_full_to_compact,0.11932826939511129,16,239,0.08565967234927853,0.16266320736403392
coarse_category,special,512,4,top1_changed,0.1247273054939764,16,239,0.07582082430824191,0.17585511215792177
coarse_category,content,512,16,delta_ce,0.29576302478008104,16,429,0.16421220142595203,0.447559935271728
coarse_category,content,512,16,kl_full_to_compact,0.24508417395329404,16,429,0.14216002659471458,0.3692945922754437
coarse_category,content,512,16,top1_changed,0.21727872743997265,16,429,0.17293689440920598,0.25810902836695565
coarse_category,function,512,16,delta_ce,0.05196306361216276,16,273,0.007978155104203312,0.09432003464311838
coarse_category,function,512,16,kl_full_to_compact,0.09592196404179903,16,273,0.07039589679844958,0.1261831859158579
coarse_category,function,512,16,top1_changed,0.15835600882082576,16,273,0.11371304384498035,0.20082738407386216
coarse_category,other,512,16,delta_ce,0.016328999479050803,16,83,-0.05864453524576786,0.10872121718093108
coarse_category,other,512,16,kl_full_to_compact,0.1214945210295792,16,83,0.03915644793758236,0.23074118361969684
coarse_category,other,512,16,top1_changed,0.15159632034632034,16,83,0.078125,0.224225514069264
coarse_category,special,512,16,delta_ce,0.06320842835073821,16,239,0.011166771496927365,0.11820953950742877
coarse_category,special,512,16,kl_full_to_compact,0.1186417250992148,16,239,0.08552944471256703,0.16028080635042208
coarse_category,special,512,16,top1_changed,0.11553431795413288,16,239,0.06347310300328333,0.17327385042941898
coarse_category,content,1024,0,delta_ce,0.1580715608722672,16,429,0.0894881619365548,0.2396199663142501
coarse_category,content,1024,0,kl_full_to_compact,0.16509870421133693,16,429,0.09419391690661442,0.2636561390329328
coarse_category,content,1024,0,top1_changed,0.18848713293845967,16,429,0.1412670415765944,0.23416776012244353
coarse_category,function,1024,0,delta_ce,-0.004218027607804306,16,273,-0.03855149545402359,0.029756903930175358
coarse_category,function,1024,0,kl_full_to_compact,0.05802394714013924,16,273,0.04371102856547759,0.07385700350739416
coarse_category,function,1024,0,top1_changed,0.12945771968941305,16,273,0.08799784078629544,0.17123897167581015
coarse_category,other,1024,0,delta_ce,0.017405101273559605,16,83,-0.05163181389895492,0.0946513598620336
coarse_category,other,1024,0,kl_full_to_compact,0.07626643187994078,16,83,0.02786050991844319,0.14055365212550502
coarse_category,other,1024,0,top1_changed,0.10320616883116883,16,83,0.04059151785714286,0.17556310876623357
coarse_category,special,1024,0,delta_ce,0.04895761858833052,16,239,0.0023370622677682247,0.10685428583613468
coarse_category,special,1024,0,kl_full_to_compact,0.09865750986517657,16,239,0.06070376654968459,0.15110407526583938
coarse_category,special,1024,0,top1_changed,0.10398961265942758,16,239,0.05678251129997454,0.15712971584421886
coarse_category,content,1024,4,delta_ce,0.1592110886889329,16,429,0.08978090251990252,0.24116142651205286
coarse_category,content,1024,4,kl_full_to_compact,0.16725303033699107,16,429,0.09607038559718009,0.25922281863103047
coarse_category,content,1024,4,top1_changed,0.18871248843275695,16,429,0.14426470018981208,0.23135934805801736
coarse_category,function,1024,4,delta_ce,-0.00560022742596831,16,273,-0.04293175247283158,0.03259513552757916
coarse_category,function,1024,4,kl_full_to_compact,0.05887121275125762,16,273,0.04503619201885012,0.07420105265976812
coarse_category,function,1024,4,top1_changed,0.12815563635607974,16,273,0.08148978296624713,0.17209377796235992
coarse_category,other,1024,4,delta_ce,0.021719701866391928,16,83,-0.03823876835780466,0.10149568206830899
coarse_category,other,1024,4,kl_full_to_compact,0.07451557187086597,16,83,0.026714707534729713,0.13613993617529152
coarse_category,other,1024,4,top1_changed,0.093262987012987,16,83,0.026785714285714284,0.17169541396103882
coarse_category,special,1024,4,delta_ce,0.04491778153823629,16,239,0.0011850255094297572,0.09332101802045845
coarse_category,special,1024,4,kl_full_to_compact,0.09412347210548716,16,239,0.061450481122270174,0.13356077775068625
coarse_category,special,1024,4,top1_changed,0.10041222581790532,16,239,0.05860136529468109,0.1473883839389987
coarse_category,content,1024,16,delta_ce,0.16021772247225863,16,429,0.08368344761619145,0.2510682598114073
coarse_category,content,1024,16,kl_full_to_compact,0.16793649740879346,16,429,0.09474225994954517,0.26832062861172934
coarse_category,content,1024,16,top1_changed,0.18829735216503918,16,429,0.14267534965375037,0.2294895055813574
coarse_category,function,1024,16,delta_ce,-0.004782742028959975,16,273,-0.03699309001050521,0.027446335669936078
coarse_category,function,1024,16,kl_full_to_compact,0.057472895837028096,16,273,0.044338839280630864,0.07097545782561049
coarse_category,function,1024,16,top1_changed,0.13477927766042755,16,273,0.09005754592550215,0.18113952996036983
coarse_category,other,1024,16,delta_ce,0.020657528321498437,16,83,-0.04179039082774028,0.0973161414526748
coarse_category,other,1024,16,kl_full_to_compact,0.0732848545007303,16,83,0.026846248919133352,0.1344207848154332
coarse_category,other,1024,16,top1_changed,0.121387987012987,16,83,0.05178571428571428,0.19683441558441558
coarse_category,special,1024,16,delta_ce,0.04966477273417971,16,239,0.007155076112300654,0.09814044362146843
coarse_category,special,1024,16,kl_full_to_compact,0.0940718449985255,16,239,0.06142014073330302,0.13284270142578833
coarse_category,special,1024,16,top1_changed,0.08761360202790222,16,239,0.04613433531707334,0.13040656366713352
coarse_category,content,2048,0,delta_ce,0.11232271893077314,16,429,0.038464006926703355,0.2034938597043119
coarse_category,content,2048,0,kl_full_to_compact,0.13060319239959056,16,429,0.06478979868982777,0.22042389550096878
coarse_category,content,2048,0,top1_changed,0.17356990443427467,16,429,0.13450615317313286,0.21320596714333728
coarse_category,function,2048,0,delta_ce,-0.0014065962979567838,16,273,-0.02125721221774441,0.019382135080998366
coarse_category,function,2048,0,kl_full_to_compact,0.04239427327186557,16,273,0.03124613978950488,0.054834360173321786
coarse_category,function,2048,0,top1_changed,0.0927590017406951,16,273,0.05772263577482935,0.13314725299609803
coarse_category,other,2048,0,delta_ce,0.025830215096269513,16,83,-0.04683825815782372,0.10515703576612508
coarse_category,other,2048,0,kl_full_to_compact,0.07615228115314282,16,83,0.02056300355316751,0.15164306579313847
coarse_category,other,2048,0,top1_changed,0.09127435064935066,16,83,0.03125,0.1575720373376622
coarse_category,special,2048,0,delta_ce,0.02947012816588182,16,239,-0.018521925358911784,0.09893164769253289
coarse_category,special,2048,0,kl_full_to_compact,0.07609293656711233,16,239,0.04237095150829345,0.11976056927342128
coarse_category,special,2048,0,top1_changed,0.1056892914810004,16,239,0.06644277929854121,0.14615429543833441
coarse_category,content,2048,4,delta_ce,0.11168215894907213,16,429,0.03818266966046592,0.20205301784778548
coarse_category,content,2048,4,kl_full_to_compact,0.13284108425919755,16,429,0.0661468676440193,0.22525039977454506
coarse_category,content,2048,4,top1_changed,0.16501399275336298,16,429,0.1300857486946841,0.1972069034117967
coarse_category,function,2048,4,delta_ce,-0.005233738867222268,16,273,-0.02814586294058662,0.02025048416009744
coarse_category,function,2048,4,kl_full_to_compact,0.04336780822514172,16,273,0.03222452257284599,0.056386772457679944
coarse_category,function,2048,4,top1_changed,0.09377366868606857,16,273,0.054548154239766077,0.1379281090782628
coarse_category,other,2048,4,delta_ce,0.028223696481411514,16,83,-0.04020618987540009,0.11374748926158602
coarse_category,other,2048,4,kl_full_to_compact,0.07347923945958261,16,83,0.020289463574411002,0.14893719883294032
coarse_category,other,2048,4,top1_changed,0.07564935064935066,16,83,0.018721590909090913,0.14039163961038956
coarse_category,special,2048,4,delta_ce,0.03638528676961857,16,239,-0.009321559214160216,0.0968784091807159
coarse_category,special,2048,4,kl_full_to_compact,0.07490132351327741,16,239,0.04372811288699289,0.11637692052331797
coarse_category,special,2048,4,top1_changed,0.08920273983819876,16,239,0.04275793336371905,0.1339957784478734
coarse_category,content,2048,16,delta_ce,0.11715866396341709,16,429,0.04187101890761246,0.21003799189488714
coarse_category,content,2048,16,kl_full_to_compact,0.13436947755807888,16,429,0.06652286121768303,0.23172183890383397
coarse_category,content,2048,16,top1_changed,0.17785949379519553,16,429,0.138641555429539,0.21289453445408726
coarse_category,function,2048,16,delta_ce,-0.0058662952768186415,16,273,-0.029509405164643426,0.017735930973694216
coarse_category,function,2048,16,kl_full_to_compact,0.04317268805379154,16,273,0.032018006987611744,0.05638900841100799
coarse_category,function,2048,16,top1_changed,0.09912919404838741,16,273,0.05649638353478457,0.14363425340193434
coarse_category,other,2048,16,delta_ce,0.01158976229170628,16,83,-0.060985256668161396,0.09116482932798146
coarse_category,other,2048,16,kl_full_to_compact,0.07208243177753895,16,83,0.018946381058577266,0.14606484085117785
coarse_category,other,2048,16,top1_changed,0.07564935064935066,16,83,0.017613636363636366,0.14238027597402592
coarse_category,special,2048,16,delta_ce,0.03024176287413283,16,239,-0.012967944466948588,0.08345959663774463
coarse_category,special,2048,16,kl_full_to_compact,0.07244586920404791,16,239,0.042944627389767155,0.11361536361120189
coarse_category,special,2048,16,top1_changed,0.10247873587281549,16,239,0.06252614917251866,0.14608766896910277
coarse_category,content,4096,0,delta_ce,0.03551977456985683,16,429,-0.001627052025023275,0.0771276810551871
coarse_category,content,4096,0,kl_full_to_compact,0.060998506707418736,16,429,0.03908292775916234,0.08980005444865649
coarse_category,content,4096,0,top1_changed,0.14882266219382587,16,429,0.09668679215694082,0.20183158197434492
coarse_category,function,4096,0,delta_ce,0.014437821154535724,16,273,-0.00046270973955217927,0.030104832351414125
coarse_category,function,4096,0,kl_full_to_compact,0.02771316221233096,16,273,0.020309442496523753,0.03586077394398424
coarse_category,function,4096,0,top1_changed,0.08838475657161297,16,273,0.055579184131681635,0.12143659259850083
coarse_category,other,4096,0,delta_ce,0.014641191044460185,16,83,-0.03877610954106331,0.060070153876520205
coarse_category,other,4096,0,kl_full_to_compact,0.033831373932233615,16,83,0.01399677839335263,0.0596975425356565
coarse_category,other,4096,0,top1_changed,0.08234577922077922,16,83,0.03125,0.1357142857142857
coarse_category,special,4096,0,delta_ce,-0.013602546784623798,16,239,-0.04358291491675573,0.01865756626515733
coarse_category,special,4096,0,kl_full_to_compact,0.039303681086914,16,239,0.02527351027592654,0.05792905105299645
coarse_category,special,4096,0,top1_changed,0.0797110876994878,16,239,0.046863742672486976,0.12172826157442818
coarse_category,content,4096,4,delta_ce,0.03186492070652114,16,429,-0.0035726321429809735,0.07297739885904825
coarse_category,content,4096,4,kl_full_to_compact,0.061199010714626384,16,429,0.03946044505151257,0.08931314686977011
coarse_category,content,4096,4,top1_changed,0.14745364637168507,16,429,0.10269255014372201,0.19439598335618155
coarse_category,function,4096,4,delta_ce,0.014955493195913688,16,273,-0.002053326808155267,0.03155674514257515
coarse_category,function,4096,4,kl_full_to_compact,0.028556752967567708,16,273,0.02114947551143808,0.03709065187013483
coarse_category,function,4096,4,top1_changed,0.07802847637837626,16,273,0.04721118320204776,0.11226888765732261
coarse_category,other,4096,4,delta_ce,0.009508659388278657,16,83,-0.03397753232360271,0.05175830392299219
coarse_category,other,4096,4,kl_full_to_compact,0.030199027441145256,16,83,0.013824486060275783,0.048423972549282525
coarse_category,other,4096,4,top1_changed,0.08234577922077922,16,83,0.03125,0.1385957792207792
coarse_category,special,4096,4,delta_ce,-0.010091325388073981,16,239,-0.04031978727352988,0.021913926012342745
coarse_category,special,4096,4,kl_full_to_compact,0.03852424969687793,16,239,0.024502649360508003,0.05804351149718482
coarse_category,special,4096,4,top1_changed,0.09489369920562872,16,239,0.051909630754078014,0.14617794633879178
coarse_category,content,4096,16,delta_ce,0.028389382620562238,16,429,-0.009002297964373632,0.07186760934334147
coarse_category,content,4096,16,kl_full_to_compact,0.06124294134129017,16,429,0.03875256104042091,0.0880827238145037
coarse_category,content,4096,16,top1_changed,0.14004782880961747,16,429,0.09499445351347524,0.18714707023300772
coarse_category,function,4096,16,delta_ce,0.012218369252012237,16,273,-0.0054864762344596025,0.029069948270145217
coarse_category,function,4096,16,kl_full_to_compact,0.028747610204519235,16,273,0.02147734711459831,0.037767651477858294
coarse_category,function,4096,16,top1_changed,0.08051941840736176,16,273,0.04386143229625066,0.12071991998792267
coarse_category,other,4096,16,delta_ce,0.009886654513880343,16,83,-0.031044434663892877,0.051174266782432976
coarse_category,other,4096,16,kl_full_to_compact,0.03179145448426384,16,83,0.013891707269716615,0.05376354777754185
coarse_category,other,4096,16,top1_changed,0.08234577922077922,16,83,0.03125,0.14084314123376615
coarse_category,special,4096,16,delta_ce,-0.00779776710938995,16,239,-0.04008246398100018,0.026003911535615147
coarse_category,special,4096,16,kl_full_to_compact,0.03931877194206518,16,239,0.02529281871103981,0.058477594873522123
coarse_category,special,4096,16,top1_changed,0.06535292747735699,16,239,0.03162932444059632,0.10252894585940033
coarse_category,content,8192,0,delta_ce,0.007167077983172142,16,429,-0.029022396491726547,0.046206089369115355
coarse_category,content,8192,0,kl_full_to_compact,0.0330991697978789,16,429,0.022776854823202977,0.04373415088486546
coarse_category,content,8192,0,top1_changed,0.10931910128181707,16,429,0.0702303935657666,0.14678593827703182
coarse_category,function,8192,0,delta_ce,0.010454319789785525,16,273,-0.008425933981095769,0.02911811896179748
coarse_category,function,8192,0,kl_full_to_compact,0.017066223165160745,16,273,0.012995849831231584,0.021564050464317565
coarse_category,function,8192,0,top1_changed,0.07151805971170959,16,273,0.043227131373584464,0.10772980628654968
coarse_category,other,8192,0,delta_ce,0.023878962361433394,16,83,-0.015123059273566369,0.06914779385179322
coarse_category,other,8192,0,kl_full_to_compact,0.01845453903150956,16,83,0.0047268179438805,0.037468348837880354
coarse_category,other,8192,0,top1_changed,0.051095779220779215,16,83,0.00625,0.10040685876623376
coarse_category,special,8192,0,delta_ce,-0.004504499072102692,16,239,-0.02148136788500941,0.013639633744911013
coarse_category,special,8192,0,kl_full_to_compact,0.018584914059404437,16,239,0.014072010286848305,0.023594560319782944
coarse_category,special,8192,0,top1_changed,0.05009597242260781,16,239,0.015548029556650246,0.09560364204760756
coarse_category,content,8192,4,delta_ce,0.004376520508089924,16,429,-0.03682740987275517,0.047673072022463035
coarse_category,content,8192,4,kl_full_to_compact,0.033649309977328304,16,429,0.02387404058658852,0.044071337662133676
coarse_category,content,8192,4,top1_changed,0.10499367452991973,16,429,0.06868815479264448,0.14148664286761706
coarse_category,function,8192,4,delta_ce,0.007635956593457848,16,273,-0.012029182486569175,0.02686099000386615
coarse_category,function,8192,4,kl_full_to_compact,0.017475833681623636,16,273,0.013092666790066812,0.021888041466652082
coarse_category,function,8192,4,top1_changed,0.0724465017406951,16,273,0.03943422939708874,0.11024472489316238
coarse_category,other,8192,4,delta_ce,0.02763866717517968,16,83,-0.00372222583279984,0.06450846688966441
coarse_category,other,8192,4,kl_full_to_compact,0.017893797122743207,16,83,0.005129518548508693,0.03547676507881839
coarse_category,other,8192,4,top1_changed,0.03916396103896104,16,83,0.0,0.09172585227272725
coarse_category,special,8192,4,delta_ce,-0.003268296698239899,16,239,-0.01936865493647326,0.013836818267695191
coarse_category,special,8192,4,kl_full_to_compact,0.018641169645018406,16,239,0.013694207504181847,0.024189951928180575
coarse_category,special,8192,4,top1_changed,0.06432008062649544,16,239,0.0312123911574818,0.10363194561066327
coarse_category,content,8192,16,delta_ce,0.005252875723966863,16,429,-0.03860473665047456,0.0504889050845925
coarse_category,content,8192,16,kl_full_to_compact,0.0336225479889854,16,429,0.023499570643293114,0.04381346787174681
coarse_category,content,8192,16,top1_changed,0.09877951192089618,16,429,0.06522704552835627,0.1356670176199428
coarse_category,function,8192,16,delta_ce,0.010933619787672072,16,273,-0.008054458612038197,0.029401164403137125
coarse_category,function,8192,16,kl_full_to_compact,0.01762863616726997,16,273,0.012908056161121584,0.022762429114150547
coarse_category,function,8192,16,top1_changed,0.07183886285180621,16,273,0.04001198332282071,0.10989881292906176
coarse_category,other,8192,16,delta_ce,0.024284312459092756,16,83,-0.006811143964281961,0.0612026517286235
coarse_category,other,8192,16,kl_full_to_compact,0.017393515240790126,16,83,0.004728445395313321,0.034467417158541305
coarse_category,other,8192,16,top1_changed,0.04484577922077922,16,83,0.0,0.09618506493506493
coarse_category,special,8192,16,delta_ce,-0.0015358269293306165,16,239,-0.018060106123200973,0.016205004768001813
coarse_category,special,8192,16,kl_full_to_compact,0.01887823287539276,16,239,0.013821724915063869,0.024600847796582625
coarse_category,special,8192,16,top1_changed,0.0633555070056718,16,239,0.027735962851803367,0.10692603922446718
fine_category,adjective,128,0,delta_ce,0.33092398605914203,14,66,0.07396550977519918,0.6356157046872228
fine_category,adjective,128,0,kl_full_to_compact,0.33382449295145705,14,66,0.22253149483853044,0.4464520865194635
fine_category,adjective,128,0,top1_changed,0.4412414965986394,14,66,0.2792219387755102,0.6112606292517004
fine_category,adposition,128,0,delta_ce,0.07181110935030127,16,94,-0.0431556518212996,0.19429659989307524
fine_category,adposition,128,0,kl_full_to_compact,0.2081335487897314,16,94,0.15073041691355976,0.2658133965853935
fine_category,adposition,128,0,top1_changed,0.1946248196248196,16,94,0.12523082386363635,0.266177398989899
fine_category,adverb,128,0,delta_ce,0.6019915580181546,11,31,0.06275824044238437,1.2049718373669678
fine_category,adverb,128,0,kl_full_to_compact,0.37616809132177326,11,31,0.20250444153831765,0.5955130565731085
fine_category,adverb,128,0,top1_changed,0.22575757575757577,11,31,0.0818181818181818,0.38181818181818183
fine_category,auxiliary,128,0,delta_ce,0.16489260287949067,14,52,0.0593029856090323,0.2707152427582791
fine_category,auxiliary,128,0,kl_full_to_compact,0.2254129182132354,14,52,0.14824954944806884,0.32388268546328
fine_category,auxiliary,128,0,top1_changed,0.23886054421768707,14,52,0.09047619047619047,0.406141581632653
fine_category,common_noun,128,0,delta_ce,0.5884921089036603,16,168,0.4206828596032252,0.7519562322499564
fine_category,common_noun,128,0,kl_full_to_compact,0.4713910690157937,16,168,0.35476698831124076,0.6083840654310521
fine_category,common_noun,128,0,top1_changed,0.28270853780722205,16,168,0.21620446713374344,0.3483666723901099
fine_category,coordinating_conjunction,128,0,delta_ce,-0.06451219752456785,15,37,-0.3070789183676243,0.16065228870630058
fine_category,coordinating_conjunction,128,0,kl_full_to_compact,0.21433627510107017,15,37,0.15327565201639015,0.28600274959349503
fine_category,coordinating_conjunction,128,0,top1_changed,0.3055555555555556,15,37,0.14444444444444443,0.47777777777777775
fine_category,determiner,128,0,delta_ce,0.1908223170559203,16,65,0.045192278060070146,0.36500732491995824
fine_category,determiner,128,0,kl_full_to_compact,0.36160181989984747,16,65,0.18384114653401357,0.6336990451828891
fine_category,determiner,128,0,top1_changed,0.22559523809523807,16,65,0.10119047619047618,0.36729910714285696
fine_category,interjection,128,0,delta_ce,0.7726008892059326,2,2,0.31981706619262695,1.2253847122192383
fine_category,interjection,128,0,kl_full_to_compact,0.16685695201158524,2,2,0.1580316722393036,0.17568223178386688
fine_category,interjection,128,0,top1_changed,0.5,2,2,0.0,1.0
fine_category,negation,128,0,delta_ce,-0.20458812146207492,10,14,-0.5564916718949825,0.07421710909137774
fine_category,negation,128,0,kl_full_to_compact,0.28077350278672386,10,14,0.10618715750772481,0.503916173841294
fine_category,negation,128,0,top1_changed,0.2,10,14,0.0,0.5
fine_category,number,128,0,delta_ce,0.5766170801509968,6,19,0.13352476360855184,1.1770122031531176
fine_category,number,128,0,kl_full_to_compact,0.47040543791614864,6,19,0.12460147327607651,0.9741233556220928
fine_category,number,128,0,top1_changed,0.38888888888888884,6,19,0.13888888888888887,0.6666666666666666
fine_category,other,128,0,delta_ce,0.07621804567263155,16,81,-0.12089680307058488,0.28185590880750744
fine_category,other,128,0,kl_full_to_compact,0.22040174072130653,16,81,0.12469216876257407,0.35180715365194787
fine_category,other,128,0,top1_changed,0.1978670634920635,16,81,0.11840277777777777,0.27724206349206343
fine_category,particle,128,0,delta_ce,-0.09054764477574888,9,12,-0.39758708404276855,0.1952125434080597
fine_category,particle,128,0,kl_full_to_compact,0.17442998992111017,9,12,0.09023502361507983,0.26674691612780504
fine_category,particle,128,0,top1_changed,0.2777777777777778,9,12,0.05555555555555555,0.5555555555555556
fine_category,pronoun,128,0,delta_ce,0.19166285893645035,15,101,0.09920847592355062,0.28173151047436484
fine_category,pronoun,128,0,kl_full_to_compact,0.21683674519081494,15,101,0.157299243228986,0.27312615802409873
fine_category,pronoun,128,0,top1_changed,0.1488546529723,15,101,0.07406660441954557,0.22893323996265166
fine_category,proper_noun,128,0,delta_ce,2.208584118695975,13,41,0.7037467514655354,4.153246060437044
fine_category,proper_noun,128,0,kl_full_to_compact,1.6834678291112157,13,41,0.5004934892227141,3.196965422647877
fine_category,proper_noun,128,0,top1_changed,0.3816849816849817,13,41,0.2205128205128205,0.5595421245421245
fine_category,punctuation,128,0,delta_ce,0.24329468412518807,16,105,0.09018630350720495,0.39241690526614775
fine_category,punctuation,128,0,kl_full_to_compact,0.322970587105882,16,105,0.24762530544528824,0.39945676022265575
fine_category,punctuation,128,0,top1_changed,0.285515873015873,16,105,0.2114564732142857,0.36126426091269837
fine_category,question_word,128,0,delta_ce,-0.019230505624419133,11,19,-0.2583071607102421,0.20860638997295275
fine_category,question_word,128,0,kl_full_to_compact,0.275649188830743,11,19,0.12479404993020139,0.467832112146513
fine_category,question_word,128,0,top1_changed,0.18181818181818182,11,19,0.0,0.45454545454545453
fine_category,subordinating_conjunction,128,0,delta_ce,0.42271578864892945,8,13,0.180964474575012,0.7017787541160939
fine_category,subordinating_conjunction,128,0,kl_full_to_compact,0.3426701242957885,8,13,0.14441292714327575,0.6733108085085405
fine_category,subordinating_conjunction,128,0,top1_changed,0.1875,8,13,0.0,0.4375
fine_category,verb,128,0,delta_ce,0.36489110202149816,16,104,0.2014248120326377,0.5323914598933323
fine_category,verb,128,0,kl_full_to_compact,0.30406448900870425,16,104,0.23613488736904717,0.3730637275644534
fine_category,verb,128,0,top1_changed,0.2683982683982684,16,104,0.16659327651515152,0.3695134943181818
fine_category,adjective,128,4,delta_ce,0.3460270687668861,14,66,0.09232773267882192,0.6464848999720013
fine_category,adjective,128,4,kl_full_to_compact,0.3198260877623503,14,66,0.2231577069321029,0.4211720761294209
